,track_id,track_name,track_duration,track_popularity,track_releaseDate,track_uri,artist_name,artist_id,album_id,album_name
0,1UMij8I1SjJi3Syusg35sp,Who's Counting,241533,54,2022-11-11,spotify:track:1UMij8I1SjJi3Syusg35sp,MGMT,0SwO7SWeDHJijQ3XNS7xEE,5mGJloHxjO2igmx9XJKAeJ,11•11•11
1,3ynDS4UZkGJuMhUUl0qgMn,Forest Elf,153480,49,2022-11-11,spotify:track:3ynDS4UZkGJuMhUUl0qgMn,MGMT,0SwO7SWeDHJijQ3XNS7xEE,5mGJloHxjO2igmx9XJKAeJ,11•11•11
2,5A5gGVllHwHNu9ZYT2Iigs,Tell It to Me Like It Is,552400,48,2022-11-11,spotify:track:5A5gGVllHwHNu9ZYT2Iigs,MGMT,0SwO7SWeDHJijQ3XNS7xEE,5mGJloHxjO2igmx9XJKAeJ,11•11•11
3,1msxVpdMsuUt3JBZubbnZC,I Am Not Your Home,316306,46,2022-11-11,spotify:track:1msxVpdMsuUt3JBZubbnZC,MGMT,0SwO7SWeDHJijQ3XNS7xEE,5mGJloHxjO2igmx9XJKAeJ,11•11•11
4,5BwfV9vNhDfIysUTyuTbuQ,Grapevine,325946,57,2022-11-18,spotify:track:5BwfV9vNhDfIysUTyuTbuQ,Weyes Blood,3Uqu1mEdkUJxPe7s31n1M9,1hngVRZt95TrqPqXoJzQ4A,"And In The Darkness, Hearts Aglow"
5,0Xf5iP2B0PrYOCUZDIK8QB,Cliche,249461,36,2016-06-24,spotify:track:0Xf5iP2B0PrYOCUZDIK8QB,Jeff Parker,3AaY5O1qS0tcNPHwwMwplt,0b3NB5tsnsCIKRoh2LcSM4,The New Breed
6,4nMfyBAZvYoSFYt6UfOvZt,Joy Ride - Jeff Parker Remix,181769,39,2021-07-23,spotify:track:4nMfyBAZvYoSFYt6UfOvZt,Dougie Stu,31rKKCEt98VDAxC4nxNHY1,6BLuRlhhj7Li3067yZzPmA,Joy Ride (Jeff Parker Remix)
7,0ve8tt7o75cUCz2mHCT0zi,Arrow,187564,42,2022-10-07,spotify:track:0ve8tt7o75cUCz2mHCT0zi,Daphni,4nhvb6x9ZhPiYCzrHDNia9,0cmEfkFvLVgKhLIUgGhRG5,Cherry
8,70GeFg0Hy8uvIoujccyWgz,Poly,138371,48,2017-10-06,spotify:track:70GeFg0Hy8uvIoujccyWgz,Daphni,4nhvb6x9ZhPiYCzrHDNia9,2NF7kUOEaNYhCWLANV85Aj,Joli Mai
9,0Hn1xO9n8xb8r5BgeHH1Qi,All I Wanted,286281,38,2019-04-26,spotify:track:0Hn1xO9n8xb8r5BgeHH1Qi,Hannah Cohen,7ovXNdlB2DNSC16TbKgros,0b4TocuPShTGNAFy5tZx73,Welcome Home
10,3zaFz69Xfh3EnN9f1S0Nd3,This Is Your Life,253928,39,2019-04-26,spotify:track:3zaFz69Xfh3EnN9f1S0Nd3,Hannah Cohen,7ovXNdlB2DNSC16TbKgros,0b4TocuPShTGNAFy5tZx73,Welcome Home
11,6KqSaedLlwolztRtpOYUaN,Dissolving,217275,39,2019-04-26,spotify:track:6KqSaedLlwolztRtpOYUaN,Hannah Cohen,7ovXNdlB2DNSC16TbKgros,0b4TocuPShTGNAFy5tZx73,Welcome Home
12,05n521uk7tzOpvuQZMtQag,Sold Me a Dream - Terry Tracksuit Edit,170778,43,2022-04-11,spotify:track:05n521uk7tzOpvuQZMtQag,Sam Evian,5MXsi1oKkm8LuStuKkMdzu,2O4jdVnB7QgVETMA17wQ46,Sold Me a Dream (Terry Tracksuit Edit)
13,7sJ5JL0c0cba0tJBmy3tw7,Right Down the Line,267962,55,2019-07-10,spotify:track:7sJ5JL0c0cba0tJBmy3tw7,Sam Evian,5MXsi1oKkm8LuStuKkMdzu,0xMvVtSsEL5HMYql9ZiRoI,Right Down the Line
14,100hGJYbcT3bsuZnaGu7cI,Dream Free,258026,38,2021-10-29,spotify:track:100hGJYbcT3bsuZnaGu7cI,Sam Evian,5MXsi1oKkm8LuStuKkMdzu,7tbxSBCADgo0YnDBw4EzJW,Time to Melt
15,2nZ6kaaPbQ0aAZVl7ZS7qt,Invierno como Verano,413340,2,2022-06-02,spotify:track:2nZ6kaaPbQ0aAZVl7ZS7qt,Guillermo Lechner,4SOBlWNhE2kVS40JbLEjzb,3inG5T1gVRMrJTZNYp7biu,Aires Buenos
16,08QYmUrlhlkgXyhpXPGPVu,Chacaextraña,202957,4,2022-06-02,spotify:track:08QYmUrlhlkgXyhpXPGPVu,Guillermo Lechner,4SOBlWNhE2kVS40JbLEjzb,3inG5T1gVRMrJTZNYp7biu,Aires Buenos
17,6lYY2HktYKpV1pUamfRlU1,Messages from the Stars,254080,71,2008-10-17,spotify:track:6lYY2HktYKpV1pUamfRlU1,The Rah Band,7MDoXA8Kfykq3gkBkDBLtH,0TGYRrYo4CbhYX6ktuv75f,Going Up
18,1y3r6RXiJZNBV1EI0NggpS,Ultraviolence,251480,71,2014-01-01,spotify:track:1y3r6RXiJZNBV1EI0NggpS,Lana Del Rey,00FQb4jTyendYWaN8pK0wa,1ORxRsK3MrSLvh7VQTF01F,Ultraviolence (Deluxe)
19,1gfeiZQyEszO67FFf8jaD6,Rainbow,257626,29,2004-06-08,spotify:track:1gfeiZQyEszO67FFf8jaD6,Jia Peng Fang,3WRa9FNcp94AiKrccogsC6,22MxmHnA5Vk3XtSLxc4nMH,Jia Peng Fang Best/Erhu
20,2zVaxB54fNngkbWs5uZnla,OHMAMI,226835,68,2021-06-25,spotify:track:2zVaxB54fNngkbWs5uZnla,Chase Atlantic,7cYEt1pqMgXJdq00hAwVpT,01TcECvkaDgXQksneowRzB,OHMAMI
21,3NhEHxzfLEzvlYPK9hgmPR,Wild Grey Ocean,234986,67,2022-10-25,spotify:track:3NhEHxzfLEzvlYPK9hgmPR,Sam Fender,6zlR5ttMfMNmwf2lecU9Cc,6H7rX9r5UAwdlkDtWOiW6v,Wild Grey Ocean
22,3dejrMX6lRcjeVWWirdGyr,"A Sky Like I've Never Seen (From the Amazon Original Movie ""Wildcat"")",221354,55,2022-11-09,spotify:track:3dejrMX6lRcjeVWWirdGyr,Fleet Foxes,4EVpmkEwrLYEg6jIsiPMIb,6ymOerT4d3L6DYJLZSsWze,"A Sky Like I've Never Seen (From the Amazon Original Movie ""Wildcat"")"
23,3Pu1SgNTP6N7Zr2xAghG0Y,Gabrielle,209466,48,2005-07-15,spotify:track:3Pu1SgNTP6N7Zr2xAghG0Y,Ween,3u1ulLq00Y3bfmq9FfjsPu,2aplhoOcX4UjbxrUdxGEiH,Shinola (Vol. 1)
24,4VtbQx2koGlw8Ple6O2IZH,Tried And True,242000,53,2003-08-05,spotify:track:4VtbQx2koGlw8Ple6O2IZH,Ween,3u1ulLq00Y3bfmq9FfjsPu,0GOWw5YVpOmIX6mUtjLi30,Quebec
25,07fT8LRXU86ZyfLmMAkbez,SATURNO,91500,64,2022-11-11,spotify:track:07fT8LRXU86ZyfLmMAkbez,Rauw Alejandro,1mcTU81TzQhprhouKaTkpq,6QYD0sLnZNUviYe2iBL2c3,SATURNO
26,2elzUKJebZM50u2i6dgVnP,Aces,122250,75,2022-07-08,spotify:track:2elzUKJebZM50u2i6dgVnP,dkj,5FU1KYJheed7LZIM2r6KrE,3RZ5noE2X4Fn4OhdfslVex,Aces
27,6ceCZzte2u6jbrEkYrk4ll,Gubèlyé (My Gubel),280306,40,1998-10-06,spotify:track:6ceCZzte2u6jbrEkYrk4ll,Mulatu Astatke,7HGFXtBhRq3g1Ma3nH4Rgv,5VKvVk4gaPAJyXjof8NnzX,"Ethiopiques, Vol. 4: Ethio Jazz 1969-1974"
28,60jhynlMWvL9jqMh11BPFT,Cover Me Slowy,81893,50,2008-10-31,spotify:track:60jhynlMWvL9jqMh11BPFT,Deerhunter,38zTZcuN7nFvVJ6auhc6V3,4wJ585ippGitIpRcGs1GD7,Microcastle
29,1k7lK8tjU5BPsXez7WEpg0,Revival,133666,56,2010-09-27,spotify:track:1k7lK8tjU5BPsXez7WEpg0,Deerhunter,38zTZcuN7nFvVJ6auhc6V3,3a3Yp0PRguSTH3dBOeWRyZ,Halcyon Digest
30,4QNQYh76GRt6L3asf6LZlo,Enchanted Mirror,238746,39,1972-10-01,spotify:track:4QNQYh76GRt6L3asf6LZlo,Luiz Bonfá,174ThXFgQg2VCq9r3m8ceb,4WBpgGCVdeXpk7QxN42wD4,Introspection
31,0FQFEIgeqiFtV7uXnxqX51,Sita Ram,285093,17,1971-01-01,spotify:track:0FQFEIgeqiFtV7uXnxqX51,Alice Coltrane,0oKYiTD5CdNbrofRvM1dIr,2YlrEXJnxx7q1wX8sVXIuV,Universal Consciousness
32,1dQ691F7ixVFl9sTXM77XZ,Hare Krishna,493693,16,1971-01-01,spotify:track:1dQ691F7ixVFl9sTXM77XZ,Alice Coltrane,0oKYiTD5CdNbrofRvM1dIr,2YlrEXJnxx7q1wX8sVXIuV,Universal Consciousness
33,3LLMudAmQlHRqmD5BG3CQS,Espiral,322013,55,2004-11-11,spotify:track:3LLMudAmQlHRqmD5BG3CQS,Porter,7eBQrhxTHcor6gcbcLhqE5,0trdxYmH6A4QEtdlbYWjtx,Donde los Ponys Pastan
34,5JeshNQ0X8V6N4cNjgC50D,Unholy (feat. Kim Petras) - Orchestral Version,166090,63,2022-11-04,spotify:track:5JeshNQ0X8V6N4cNjgC50D,Sam Smith,2wY79sveU1sp5g7SokKOiI,35IJKsXqlR5ZE1BMfMAKxz,Unholy (feat. Kim Petras) [Orchestral Version]
35,0dFwiyWPwC2yML3ZH7B56V,Baby Queen,220105,71,2022-11-04,spotify:track:0dFwiyWPwC2yML3ZH7B56V,Gorillaz,3AA28KZvwAUcZuOKwyblJQ,6WHjLRAwmnJv2cHqVZrmOt,Baby Queen
36,26UinddFbmPE2woBqQ246S,Wide Awake,158906,45,2018-05-18,spotify:track:26UinddFbmPE2woBqQ246S,Parquet Courts,23NIwARd4vPbxt3wwNnJ6k,6NTaxSEZsDR5RlGyBzKNmZ,Wide Awake!
37,7z81vC7eTE5y4hqk9yCx7F,Total Football,241200,49,2018-05-18,spotify:track:7z81vC7eTE5y4hqk9yCx7F,Parquet Courts,23NIwARd4vPbxt3wwNnJ6k,6NTaxSEZsDR5RlGyBzKNmZ,Wide Awake!
38,0ydsWxSZJTarvvuUl4nl3G,Words I Heard,399012,19,2018-10-26,spotify:track:0ydsWxSZJTarvvuUl4nl3G,Julia Holter,0bsV0sUjnCuCTYOnNHQl3E,6icpwcJQWK4nq9Xilk4yRu,Aviary
39,4ivH1TtQELnn9KEtszWfYI,Ayonha,221500,37,2017-12-01,spotify:track:4ivH1TtQELnn9KEtszWfYI,Hamid Al Shaeri,7u1V0Ucu5ggW1VaXwh8KeT,1B3W5u06uIB7Elyk70pt9R,Habibi Funk: An Eclectic Selection of Music from the Arab World (Habibi Funk 007)
40,53UdCxFqd2HICH2r1k8jZw,Hier encore,156080,2,2010-02-16,spotify:track:53UdCxFqd2HICH2r1k8jZw,Serhat Songur,0YEuhYBOpbozgCtqJf65xA,33qy25GDOP6IUglchp1rPL,Whispers of Love (Nostalgia Bar)
41,4ciRwt5dGHKKm8Et8r1xJ0,Hier encore,143466,67,1964,spotify:track:4ciRwt5dGHKKm8Et8r1xJ0,Charles Aznavour,2hgP9Ap2tc10R5jrQaEpMT,0wcD2yLF9h3i41ryKQpgmK,Que c'est triste Venise (Remastered 2014)
42,0YavOnNQabNAZsJalEi648,Yellow Mountain - Studio Edit,236181,46,2020-07-04,spotify:track:0YavOnNQabNAZsJalEi648,Abe Hathot,40tqIiKClGVYgzgxL4YoQw,1TaCBGvLmqXphspxoZEg6m,Yellow Mountain
43,3h64C58s1P6WsNu7ZMa0QY,Electric Counterpoint: III. Fast,269093,37,2012-05-01,spotify:track:3h64C58s1P6WsNu7ZMa0QY,Steve Reich,1aVONoJ0EM97BB26etc1vo,5fwLVbFMtDtzJ0kN2EOBj6,Steve Reich: Electric Counterpoint
44,0htpVtYJDwrWkdZyB61jel,Music for 18 Musicians: Pulses,326466,30,1997-06-03,spotify:track:0htpVtYJDwrWkdZyB61jel,Steve Reich,1aVONoJ0EM97BB26etc1vo,370lBw4JOlF1CeDRKPqfFh,Works 1965-1995
45,4joYxRhYy1p4w4OQbDaMpj,Rhapsody In Pink,179658,51,2022-07-29,spotify:track:4joYxRhYy1p4w4OQbDaMpj,Stela Cole,1PlWf6idMAz65Luiq6aOY9,2ziKz4DZVVLhJhzT6kOHD3,Rhapsody In Pink
46,2k1lBZGR4QhLklItubPata,I Don't Wanna Wait,313253,40,2022-09-26,spotify:track:2k1lBZGR4QhLklItubPata,The War On Drugs,6g0mn3tzAds6aVeUYRsryU,4xYRRdTJEO6tyUkycKuaWR,I Don’t Live Here Anymore (Deluxe Edition)
47,3nBGFgfRQ8ujSmu5cGlZIU,Playing God,205925,65,2022-05-10,spotify:track:3nBGFgfRQ8ujSmu5cGlZIU,Polyphia,4vGrte8FDu062Ntj0RsPiZ,3rHwz3EQwsQXdsXvSWE1N4,Playing God
48,5WoM2i48QDkHOLfKqrbeZL,Défiler - Bande originale de la capsule No. 5 Mosaert,530842,46,2018-04-27,spotify:track:5WoM2i48QDkHOLfKqrbeZL,Stromae,5j4HeCoUlzhfWtjAfM1acR,4YVkiXnSYessmpTSeS0CpJ,Défiler (Bande originale de la capsule No. 5 Mosaert)
49,7k2ttbuM21CZgvP8J2LB8v,Repetto X Mosaert,212037,44,2017-03-31,spotify:track:7k2ttbuM21CZgvP8J2LB8v,Stromae,5j4HeCoUlzhfWtjAfM1acR,3FyjLDjrFcbvGGZRpoGrKX,Repetto X Mosaert
50,2hvNoNADr0YWXivk24avCo,merci,229320,36,2013-01-01,spotify:track:2hvNoNADr0YWXivk24avCo,Stromae,5j4HeCoUlzhfWtjAfM1acR,22yd3bcffqUO7Pn5nsDaoj,Racine Carrée (Standard US Version)
51,4VP3WbWh2BZ8xNEp6tLr6P,Wasn't Looking,236662,52,2018-12-12,spotify:track:4VP3WbWh2BZ8xNEp6tLr6P,ELIZA,0PgYKqH7ohfAm9LFgWjpl8,19ircUdNQ6aoqelvZJf2vC,A Real Romantic
52,6ElfCM1XppU0YWkkFYh4s2,Pressure,193279,57,2021-09-10,spotify:track:6ElfCM1XppU0YWkkFYh4s2,Ari Lennox,1vaQ6v3pOFxAIrFoPrAcom,5lpInBYJiEtNyOXLIa3c9B,Pressure
53,4xmce2Et7muv5rjmjBQq83,Turquoise Hexagon Sun,307880,47,1998-04-20,spotify:track:4xmce2Et7muv5rjmjBQq83,Boards of Canada,2VAvhf61GgLYmC6C8anyX1,1vWnB0hYmluskQuzxwo25a,Music Has The Right To Children
54,4HDMr1ELj5yZYVE9klMCxl,Hometown (intro),101846,55,2019-11-08,spotify:track:4HDMr1ELj5yZYVE9klMCxl,French 79,6MJKlN8ya42Agsw3iQZs6e,3yzN5sQahqRFKNtDM2YZSO,Joshua
55,64iLr0zHbz0E0KS9mLLk72,Too Late to Love You,357717,35,2020-01-28,spotify:track:64iLr0zHbz0E0KS9mLLk72,Junebug,0WmCtzWHzDGu7eX4LdEgCt,6ZXXQiAcwIzvBuLhlhiLvU,Kentucky Route Zero (Original Soundtrack)
56,3lO9YdZs9dU2S6mRQX9gNz,High On Humans - Abbey Road Piano Sessions,192692,26,2017-06-23,spotify:track:3lO9YdZs9dU2S6mRQX9gNz,Oh Wonder,5cIc3SBFuBLVxJz58W2tU9,732yrLQduH3kcXUVfp8hCA,High On Humans (Abbey Road Piano Sessions)
57,70WZLTc3oemjP64bPxQ0Uf,La Fête au Village,251493,29,2005,spotify:track:70WZLTc3oemjP64bPxQ0Uf,Amadou & Mariam,3KH7WsR2JZQ94Ik8SyabU6,6iGoXwENON2onjXpv9bO38,Dimanche à Bamako
58,0du9w3e8Xkrbl2b7SyZ6Ma,This Is Love,223986,40,2015-06-09,spotify:track:0du9w3e8Xkrbl2b7SyZ6Ma,The Hunts,1fFdRZK1GDGXL7vRxxUWLH,0onnJgma2xAAFMYr3lUZbs,Those Younger Days
59,0ph83kcAFY1lzKxr4j12qR,The Flame,267232,32,2022-09-23,spotify:track:0ph83kcAFY1lzKxr4j12qR,Tamino,3IWdvItNhmdo282Wwp0CwH,6SkLEvDvr8cHuuKWTQSgj9,Sahar
60,4Sf5gXjMvciYzNGSrQx7BK,Indigo Night,255493,43,2019-03-08,spotify:track:4Sf5gXjMvciYzNGSrQx7BK,Tamino,3IWdvItNhmdo282Wwp0CwH,5RL52Y9Q7wmjcYvibTczjJ,Amir
61,5wPr9KuSfGBwGCi6NgJoVv,O Paalanhaare,318946,54,2001-04-03,spotify:track:5wPr9KuSfGBwGCi6NgJoVv,A.R. Rahman,1mYsTxnqsietFxj1OgoGbG,1emmJiAJRnSYETup4o1UsM,Lagaan (Original Motion Picture Soundtrack)
62,0OJzFLposMXdRHIHiWq28a,Chale Chalo,400440,45,2001-04-03,spotify:track:0OJzFLposMXdRHIHiWq28a,A.R. Rahman,1mYsTxnqsietFxj1OgoGbG,1emmJiAJRnSYETup4o1UsM,Lagaan (Original Motion Picture Soundtrack)
63,0wnLMEOQlyW3Es1ag0HMVV,Radha Kaise Na Jale,334706,58,2001-04-03,spotify:track:0wnLMEOQlyW3Es1ag0HMVV,A.R. Rahman,1mYsTxnqsietFxj1OgoGbG,1emmJiAJRnSYETup4o1UsM,Lagaan (Original Motion Picture Soundtrack)
64,3JtVtwLYCy9WXcHLQyzRnl,Swan Upon Leda,222026,68,2022-10-07,spotify:track:3JtVtwLYCy9WXcHLQyzRnl,Hozier,2FXC3k01G6Gw61bmprjgqS,5aO7IZl8KxtyCeke37Jvk4,Swan Upon Leda
65,63icKLvHHGeqVzmyIMi5Gq,Desert Rose,173646,47,2021-10-14,spotify:track:63icKLvHHGeqVzmyIMi5Gq,Saint Levant,5ZZsFnpO7frU8h5xH1wtjT,5OJr8Lmqw2l9l781ZWve0s,Desert Rose
66,70nrc44geC826NcZm3IYxc,Maghreb,139428,29,2022-09-16,spotify:track:70nrc44geC826NcZm3IYxc,Saint Levant,5ZZsFnpO7frU8h5xH1wtjT,68kLhOmLqwYSv2GCzhOC93,Maghreb
67,5x7LMsSBWbQlLnmxF3U5PC,Balak,184800,53,2022-07-15,spotify:track:5x7LMsSBWbQlLnmxF3U5PC,zeyne,4yuZxu7joQOFtplpMAsxlf,2I2lamkjFbeLFLUEcH8SAc,Balak
68,7xrtYFSpcy2fT6xuyVZzFV,Sunrain,452600,29,1977-01-01,spotify:track:7xrtYFSpcy2fT6xuyVZzFV,Ashra,4qzIpmopZ2KVodpmw7uJKe,5mzjUmksmRKYZ3WvzAGaA1,New Age Of Earth
69,5N8cvCB0z45qV02HRyTvae,Pikant,1300976,11,2000,spotify:track:5N8cvCB0z45qV02HRyTvae,Ash Ra Tempel,5f6eufK2ZswS7hxhEZyIG9,3bcHnUVdQiSL9AykOInHHV,Friendship
70,1MQGBXFSYd9oCSQLGI12h4,Le Sourire Volé,367600,15,2016-11-04,spotify:track:1MQGBXFSYd9oCSQLGI12h4,Ash Ra Tempel,5f6eufK2ZswS7hxhEZyIG9,0eUlBTtdCHm9HGjnv5zMqO,"(The Microcosm) : Visionary Music of Continental Europe, 1970-1986"
71,2zEr05RWtTn7cSBiQGSzfT,Daydream,322240,8,2022-07-15,spotify:track:2zEr05RWtTn7cSBiQGSzfT,Ash Ra Tempel,5f6eufK2ZswS7hxhEZyIG9,0KxaO9halI1KVMW5ZOZ2pX,Soul Jazz Records Presents DEUTSCHE ELEKTRONISCHE MUSIK: Experimental German Rock And Electronic Music 1972-83
72,0DYCw5AZIX3S11QQUiPiqN,Love On A Real Train - From 'Risky Business' Original Motion Picture Soundtrack,239238,49,1983-11-01,spotify:track:0DYCw5AZIX3S11QQUiPiqN,Tangerine Dream,1BGN1IdyiSR0ZYrkoKNchl,4Mft3FkYzPHdWTmRW0yS1U,Hyperborea (Deluxe Version / Remastered 2020)
73,4eHVdvFSsw3nDELFE81KmK,Double Helix,181262,15,2010-05-24,spotify:track:4eHVdvFSsw3nDELFE81KmK,Emeralds,45btnwhUWFlR7Op5oTfDPv,69mR7YiwQTw7nvlFKBOp7Y,Does It Look Like I'm Here?
74,2Paw6rRs12mZ6AfIhuP9Un,Goes By,250003,30,2010-05-24,spotify:track:2Paw6rRs12mZ6AfIhuP9Un,Emeralds,45btnwhUWFlR7Op5oTfDPv,69mR7YiwQTw7nvlFKBOp7Y,Does It Look Like I'm Here?
75,7os5F4kzYma6UM1zUMc7X8,Magic,750293,19,2022-09-30,spotify:track:7os5F4kzYma6UM1zUMc7X8,Emeralds,45btnwhUWFlR7Op5oTfDPv,5XvuOSe15rwQZdNUlaIrg7,Solar Bridge
76,0o9zmvc5f3EFApU52PPIyW,Shinunoga E-Wa,185573,88,2020-05-20,spotify:track:0o9zmvc5f3EFApU52PPIyW,Fujii Kaze,6bDWAcdtVR3WHz2xtiIPUi,1OojCidx0eoPKch2M0Kz31,HELP EVER HURT NEVER
77,07F82oCtZDNrTCuX7tUvgu,Interlude,76626,40,1993-07-20,spotify:track:07F82oCtZDNrTCuX7tUvgu,Cypress Hill,4P0dddbxPil35MNN9G2MEX,02lktkm4J7K7N8T63Gm7KX,Black Sunday
78,1cAwQF2m0mLkd372zaqSBF,"21 Hungarian Dances, WoO 1: No. 14 in D Minor: Un poco andante",92000,5,2012-01-01,spotify:track:1cAwQF2m0mLkd372zaqSBF,Johannes Brahms,5wTAi7QkpP6kp8a54lmTOq,3dWht2Hxldmyzoq5BbmDnW,Brahms: Hungarian Dances
79,1noSAZiYTaMxNU6ccTYUDK,"Volver, Volver",210186,26,2015-06-30,spotify:track:1noSAZiYTaMxNU6ccTYUDK,Juan Veronico,6srSERU4ay3tUEK8XbA2Rp,7nl5EG8xfTaQ4WVyB9dsc3,Lo Mejor en Guitarras
80,4ayR8oy6xkfIXUL0ThN3Al,Summer Madness - Exclusive Cover Version,201917,50,2020-12-04,spotify:track:4ayR8oy6xkfIXUL0ThN3Al,Khruangbin,2mVVjNmdjXZZDvhgQWiakk,6G9fIqCsV0qEiBsdwLOACy,Late Night Tales: Khruangbin
81,1xtfUae857RhiCclSlAOIV,LA KILIÉ,131087,61,2022-09-09,spotify:track:1xtfUae857RhiCclSlAOIV,ROSALÍA,7ltDVBr6mKbRvohxheJ9h1,3zbiiu3JTibw0esC7eoMXr,MOTOMAMI +
82,34WHYUktlNEQjcySYBpiJJ,Typical Love,231202,28,2022-09-14,spotify:track:34WHYUktlNEQjcySYBpiJJ,Cate Le Bon,0LZac5VicY19QLaIUvIB0G,6fMBVjvDsH5aLLyOpiCxzS,Typical Love
83,1sSL9TPiaJ70iBOdGWEDuL,Unconditional,189004,47,2022-09-20,spotify:track:1sSL9TPiaJ70iBOdGWEDuL,Magdalena Bay,1oPRcJUkloHaRLYx0olBLJ,5STa9lDlTJXe3eQu2IesNT,Unconditional
84,3nqQXoyQOWXiESFLlDF1hG,Unholy (feat. Kim Petras),156943,100,2022-09-22,spotify:track:3nqQXoyQOWXiESFLlDF1hG,Sam Smith,2wY79sveU1sp5g7SokKOiI,0gX9tkL5njRax8ymWcXARi,Unholy (feat. Kim Petras)
85,5DRnssBoVo8e7uAQZkNT8O,Runner,156772,58,2022-09-23,spotify:track:5DRnssBoVo8e7uAQZkNT8O,Alex G,6lcwlkAjBPSKnFBZjjZFJs,6TzgWk5HZItbFmMT7hH4bU,God Save The Animals
86,1fu5qkCu7pml0LGbSxgRQ6,On and On,243397,44,2022-09-16,spotify:track:1fu5qkCu7pml0LGbSxgRQ6,Djo,5p9HO3XC5P3BLxJs5Mtrhm,5rJBH4rmxpqXaDf8E1Mgse,DECIDE
87,1VuFJVEBoTDU2pb9gaWFTz,Very Online Guy,141999,38,2022-09-22,spotify:track:1VuFJVEBoTDU2pb9gaWFTz,Alvvays,3kzwYV3OCB010YfXMF0Avt,7J5xX8Me4vKkPxDLIMeG5q,Belinda Says / Very Online Guy
88,6S7GTK0cOhHIHCIlT6eCcR,Belinda Says,165445,43,2022-09-22,spotify:track:6S7GTK0cOhHIHCIlT6eCcR,Alvvays,3kzwYV3OCB010YfXMF0Avt,7J5xX8Me4vKkPxDLIMeG5q,Belinda Says / Very Online Guy
89,6J4akcBfljIO5ufSKydZKY,Pharmacist,124247,29,2022-09-22,spotify:track:6J4akcBfljIO5ufSKydZKY,Alvvays,3kzwYV3OCB010YfXMF0Avt,7J5xX8Me4vKkPxDLIMeG5q,Belinda Says / Very Online Guy
90,5EJ9e95cw61XWAYClHyUuj,Easy On Your Own?,174627,31,2022-09-22,spotify:track:5EJ9e95cw61XWAYClHyUuj,Alvvays,3kzwYV3OCB010YfXMF0Avt,7J5xX8Me4vKkPxDLIMeG5q,Belinda Says / Very Online Guy
91,2OcLJRW0pTyYAxT43N5ccm,"It's Not Just Me, It's Everybody",376520,55,2022-09-12,spotify:track:2OcLJRW0pTyYAxT43N5ccm,Weyes Blood,3Uqu1mEdkUJxPe7s31n1M9,0OFDZTYgwiuv7a4CZEVAsR,"It's Not Just Me, It's Everybody"
92,0yowbJnnbTLpr99f9l1uba,There’d Better Be A Mirrorball,265798,71,2022-08-30,spotify:track:0yowbJnnbTLpr99f9l1uba,Arctic Monkeys,7Ln80lUS6He07XvHI8qqHH,0ZUmodAwUq8cQJFvyibKwT,There’d Better Be A Mirrorball
93,2LmlZvAmT1L0O3iPVSQWOX,Hijo de la luna,259146,68,1986-06-16,spotify:track:2LmlZvAmT1L0O3iPVSQWOX,Mecano,5BMgsAFg8rZQc3tqs5BB8G,1D4CJeC3gIhwipRwVKihjy,Entre el Cielo y el Suelo (Bonus Tracks Edition)
94,1LlQI0PyVcf9iiDPbSLxFp,"Luna, amore e no",122066,54,1969,spotify:track:1LlQI0PyVcf9iiDPbSLxFp,Piero Piccioni,2WPn0emjr8XPmMOT0bBcPe,5ekkoKz391PScKKZRCmgDF,Amore mio aiutami (Original Motion Picture Soundtrack)
95,12zeyA0OaSBuztSbQjShp3,Taqasim On Violin,95266,9,1992,spotify:track:12zeyA0OaSBuztSbQjShp3,Simon Shaheen,50kHo3Q3Rn1v441ISI00Rh,4Cq1L062V0ChKlQR3qy9cx,Turath
96,5PyrIp0fK6RlfFQtlE3FjB,Maqam Nahawand,797773,16,1977,spotify:track:5PyrIp0fK6RlfFQtlE3FjB,Ali Jihad Racy,3XNjqJKnHq6XYlQhn37aEz,27wsda7v84WVk8dxfSNT2s,Taqasim: The Art of Improvisation in Arabic Music
97,3Zd4xmqBfFAalFzKZxS33b,Mandira Hijaz,374280,2,2022-07-07,spotify:track:3Zd4xmqBfFAalFzKZxS33b,Ensemble Tarab,5jpCNXLipMCkrzd9wXdGiX,5fuQcGgArGDdbwZ6kqfyVl,Mshouar
98,3gpb1DXZADyC9C3z8xvRpc,Egypt,210337,22,2019-03-15,spotify:track:3gpb1DXZADyC9C3z8xvRpc,Mohamed Saed,0FZcDwzNmrphofQ6YygvWi,5ulibSBuKuLfEBMeuOe1De,Mehdi Rajabian: Middle Eastern
99,4f8L1kzdIoBMwP2npChh63,"Hepta, Pt. 2",107121,11,2016-11-20,spotify:track:4f8L1kzdIoBMwP2npChh63,Hesham Nazih,5ZAbcf5tK5uteBz62g4boT,3PmIqMETq5ygRP5lSzFIJW,Hepta (The Last Lecture) [Original Motion Picture Soundtrack]
100,08RdArd9AgOmvLFdi762Q7,Constellation,255960,37,2022-04-27,spotify:track:08RdArd9AgOmvLFdi762Q7,Hesham Nazih,5ZAbcf5tK5uteBz62g4boT,3z9OjeKSTG1OtElUq3OGv8,Moon Knight (Original Soundtrack)
