,track_id,track_name,track_duration,track_popularity,track_uri,artist_name,artist_id,album_id,album_name,acousticness,danceability,energy,instrumentalness,liveness,loudness,mode,speechiness,tempo,time_signature,valence,album_popularity,artist_popularity,track_releaseYear,track_releaseMonth,key_0,key_1,key_10,key_11,key_2,key_3,key_4,key_5,key_6,key_7,key_8,key_9,pop,pop rap,rap,post-teen pop,dance pop,pop r&b,emo rap,miami hip hop,canadian pop,hip hop,broadway,queens hip hop,hip pop,uk pop,electropop,show tunes,edm,hollywood,tropical house,pop dance,alt z,scandipop,pittsburgh rap,hawaiian hip hop,swedish electropop,swedish pop,southern hip hop,trap,atl hip hop,viral pop,melodic rap,pop rock,chill r&b,dirty south rap,indie pop rap,indie poptimism,conscious hip hop,detroit hip hop,electro,futuristic swag,gangster rap,heartland rock,la pop,mellow gold,mississippi hip hop,modern rock,neo mellow,north carolina hip hop,oakland hip hop,complextro,classic rock,canadian contemporary r&b,brostep,bedroom soul,otacore,pop punk,modern alternative rock,soft rock,uk funky,uk dance,stomp and holler,singer-songwriter,san diego rap,rock,album rock,post-grunge,viral rap
20,62IynV9OBmcZZuvxlh4CSB,PINK ROLEX,136764,0,spotify:track:62IynV9OBmcZZuvxlh4CSB,blackbear,2cFrymmkijnjDg9SS92EPM,5DVpGdikHfxFWIELotC3FL,ANONYMOUS,0.255,0.655,0.609,0.0,0.452,-9.169,1,0.454,136.151,4,0.677,0,78,2019,04,1,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,3x9UziOg2qd8SJ8eKYwzii,DRUG DEALER,166219,0,spotify:track:3x9UziOg2qd8SJ8eKYwzii,blackbear,2cFrymmkijnjDg9SS92EPM,5DVpGdikHfxFWIELotC3FL,ANONYMOUS,0.00968,0.609,0.474,0.0,0.131,-8.628,0,0.115,78.975,4,0.173,0,78,2019,04,0,1,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,3TGfo6slp76hsJ60pADf5U,MAKE A MESS,159733,0,spotify:track:3TGfo6slp76hsJ60pADf5U,blackbear,2cFrymmkijnjDg9SS92EPM,5DVpGdikHfxFWIELotC3FL,ANONYMOUS,0.00175,0.823,0.455,1.24e-06,0.0559,-7.839,0,0.0466,126.96,4,0.723,0,78,2019,04,0,0,0,1,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,7yjcKSvou4f3AXLmzjctxd,SICK OF IT ALL,176446,0,spotify:track:7yjcKSvou4f3AXLmzjctxd,blackbear,2cFrymmkijnjDg9SS92EPM,5DVpGdikHfxFWIELotC3FL,ANONYMOUS,0.0447,0.743,0.663,1.05e-05,0.0678,-5.575,0,0.114,109.187,5,0.59,0,78,2019,04,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,5CJEiMaVvY14SaO0Gwv0DI,HIGH1X,169786,0,spotify:track:5CJEiMaVvY14SaO0Gwv0DI,blackbear,2cFrymmkijnjDg9SS92EPM,5DVpGdikHfxFWIELotC3FL,ANONYMOUS,0.0671,0.852,0.384,0.0,0.0852,-8.493,1,0.0602,98.517,4,0.477,0,78,2019,04,0,1,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,6FOQFG9G8KrE6vM4PxbGwF,DEAD BALLOONS,130166,0,spotify:track:6FOQFG9G8KrE6vM4PxbGwF,blackbear,2cFrymmkijnjDg9SS92EPM,5DVpGdikHfxFWIELotC3FL,ANONYMOUS,0.117,0.538,0.463,0.0,0.315,-8.75,0,0.0736,156.603,4,0.423,0,78,2019,04,0,1,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,52TjUfqxgK2k4vfcyHXnp2,DEAD TO ME,180575,0,spotify:track:52TjUfqxgK2k4vfcyHXnp2,blackbear,2cFrymmkijnjDg9SS92EPM,5DVpGdikHfxFWIELotC3FL,ANONYMOUS,0.0757,0.709,0.713,0.0,0.139,-5.464,0,0.0936,139.966,4,0.227,0,78,2019,04,0,0,0,0,0,0,0,0,0,1,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,5ovclwxhDdIU5UfVioEhCx,NYLA,252097,0,spotify:track:5ovclwxhDdIU5UfVioEhCx,blackbear,2cFrymmkijnjDg9SS92EPM,5DVpGdikHfxFWIELotC3FL,ANONYMOUS,0.449,0.567,0.195,0.0,0.473,-11.586,1,0.0345,119.819,3,0.193,0,78,2019,04,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0ygAYQQy7bfDN6gH640bbl,Wake Me Up,229613,54,spotify:track:0ygAYQQy7bfDN6gH640bbl,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,02pi98kE0nra0yBqCStzbC,+,0.902,0.616,0.209,0.0,0.139,-13.43,1,0.406,86.891,1,0.336,72,90,2011,09,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,2vsuel3g4zaLYSOY0mOMbi,Bad Luck,231653,59,spotify:track:2vsuel3g4zaLYSOY0mOMbi,Khalid,6LuN9FCkKOj5PcnpouEgny,6KT8x5oqZJl9CcnM66hddo,Free Spirit,0.277,0.432,0.52,0.371,0.138,-5.515,0,0.0548,164.047,4,0.303,69,85,2019,04,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,2XKFnwB6djxrJCjR3PdeRb,My Bad,163973,58,spotify:track:2XKFnwB6djxrJCjR3PdeRb,Khalid,6LuN9FCkKOj5PcnpouEgny,6KT8x5oqZJl9CcnM66hddo,Free Spirit,0.547,0.577,0.578,0.59,0.264,-9.146,0,0.0907,84.963,4,0.367,69,85,2019,04,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,1E6DEDWDKHoOW0fcFuDghV,Don't Pretend (feat. SAFE),165840,59,spotify:track:1E6DEDWDKHoOW0fcFuDghV,Khalid,6LuN9FCkKOj5PcnpouEgny,6KT8x5oqZJl9CcnM66hddo,Free Spirit,0.258,0.697,0.551,0.00551,0.124,-8.833,1,0.0815,89.0,4,0.219,69,85,2019,04,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,0HEckRWFSknIupbGzavk5d,Hundred,277080,58,spotify:track:0HEckRWFSknIupbGzavk5d,Khalid,6LuN9FCkKOj5PcnpouEgny,6KT8x5oqZJl9CcnM66hddo,Free Spirit,0.0521,0.772,0.483,0.000375,0.377,-10.06,0,0.0564,120.005,4,0.479,69,85,2019,04,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,09oZ9eXQ2fo6YDrPzJqAoP,Outta My Head (with John Mayer),177066,65,spotify:track:09oZ9eXQ2fo6YDrPzJqAoP,Khalid,6LuN9FCkKOj5PcnpouEgny,6KT8x5oqZJl9CcnM66hddo,Free Spirit,0.0174,0.729,0.545,0.000274,0.369,-7.818,1,0.0316,103.012,4,0.514,69,85,2019,04,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,2kAIpGWnlFLQh48iut6Zzq,Free Spirit,182080,63,spotify:track:2kAIpGWnlFLQh48iut6Zzq,Khalid,6LuN9FCkKOj5PcnpouEgny,6KT8x5oqZJl9CcnM66hddo,Free Spirit,0.308,0.627,0.446,0.00077,0.111,-9.477,0,0.0332,139.994,4,0.11,69,85,2019,04,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,1NgCWYuBLfqBDA3b8MgSVU,Twenty One,184200,55,spotify:track:1NgCWYuBLfqBDA3b8MgSVU,Khalid,6LuN9FCkKOj5PcnpouEgny,6KT8x5oqZJl9CcnM66hddo,Free Spirit,0.212,0.776,0.445,0.00409,0.124,-8.574,1,0.0371,109.981,4,0.405,69,85,2019,04,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,1WqLtczgKdbHFHhefOU0y7,Self,229960,52,spotify:track:1WqLtczgKdbHFHhefOU0y7,Khalid,6LuN9FCkKOj5PcnpouEgny,6KT8x5oqZJl9CcnM66hddo,Free Spirit,0.44,0.618,0.693,0.759,0.101,-7.889,0,0.333,143.98,4,0.439,69,85,2019,04,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,12VqHHz4wvVcnEdSivjLeQ,Alive,177413,54,spotify:track:12VqHHz4wvVcnEdSivjLeQ,Khalid,6LuN9FCkKOj5PcnpouEgny,6KT8x5oqZJl9CcnM66hddo,Free Spirit,0.832,0.386,0.406,0.0597,0.171,-10.419,1,0.0425,78.616,4,0.205,69,85,2019,04,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,0Hgqglypzt6Qs5Duqskcqs,Heaven,213026,50,spotify:track:0Hgqglypzt6Qs5Duqskcqs,Khalid,6LuN9FCkKOj5PcnpouEgny,6KT8x5oqZJl9CcnM66hddo,Free Spirit,0.613,0.42,0.479,0.663,0.0679,-8.881,1,0.0374,116.989,4,0.11,69,85,2019,04,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,1fHRzxbts9A8J1ergDe7Kz,Saturday Nights,211626,61,spotify:track:1fHRzxbts9A8J1ergDe7Kz,Khalid,6LuN9FCkKOj5PcnpouEgny,6KT8x5oqZJl9CcnM66hddo,Free Spirit,0.634,0.574,0.37,9.4e-05,0.0986,-10.803,1,0.0841,83.162,4,0.354,69,85,2019,04,0,0,1,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,5BfMJ6iytQnu1r7iiCYSXe,Intro,213253,51,spotify:track:5BfMJ6iytQnu1r7iiCYSXe,Khalid,6LuN9FCkKOj5PcnpouEgny,6KT8x5oqZJl9CcnM66hddo,Free Spirit,0.308,0.213,0.414,0.0257,0.0912,-9.725,1,0.0339,79.556,4,0.0553,69,85,2019,04,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,339Y993TrFyWyO438be0RY,Better,229400,59,spotify:track:339Y993TrFyWyO438be0RY,Khalid,6LuN9FCkKOj5PcnpouEgny,6KT8x5oqZJl9CcnM66hddo,Free Spirit,0.0503,0.692,0.552,0.165,0.136,-9.543,0,0.0497,98.028,4,0.15,69,85,2019,04,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,6TqXcAFInzjp0bODyvrWEq,Talk (feat. Disclosure),197573,70,spotify:track:6TqXcAFInzjp0bODyvrWEq,Khalid,6LuN9FCkKOj5PcnpouEgny,6KT8x5oqZJl9CcnM66hddo,Free Spirit,0.0516,0.9,0.4,0.0,0.0599,-8.575,1,0.127,135.984,4,0.346,69,85,2019,04,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,5A1w94uzc1kO1Zhe8WWxC3,Right Back,215226,60,spotify:track:5A1w94uzc1kO1Zhe8WWxC3,Khalid,6LuN9FCkKOj5PcnpouEgny,6KT8x5oqZJl9CcnM66hddo,Free Spirit,0.0659,0.788,0.427,3.63e-05,0.171,-9.918,0,0.308,97.03,4,0.603,69,85,2019,04,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,6fOOKqQWcSy33ApU1wqkkW,Paradise,173653,54,spotify:track:6fOOKqQWcSy33ApU1wqkkW,Khalid,6LuN9FCkKOj5PcnpouEgny,6KT8x5oqZJl9CcnM66hddo,Free Spirit,0.206,0.581,0.452,0.00329,0.0881,-9.558,1,0.15,75.046,4,0.523,69,85,2019,04,0,0,0,1,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,42w7pX3r1TpLR0i55Ek5ND,Bluffin',199240,50,spotify:track:42w7pX3r1TpLR0i55Ek5ND,Khalid,6LuN9FCkKOj5PcnpouEgny,6KT8x5oqZJl9CcnM66hddo,Free Spirit,0.354,0.529,0.314,0.000436,0.102,-10.323,1,0.0461,129.666,3,0.288,69,85,2019,04,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,3vmOEg3JBiNxaz0mHxPSPC,Jack & Diane,256093,0,spotify:track:3vmOEg3JBiNxaz0mHxPSPC,John Mellencamp,3lPQ2Fk5JOwGWAF3ORFCqH,4apfDLU5QtNOu784u2Z2B5,Words & Music: John Mellencamp's Greatest Hits,0.0338,0.812,0.407,3.83e-06,0.0555,-8.152,1,0.0433,103.968,4,0.584,0,65,2004,01,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
47,7hKh0NFiRRY4nSpfLC2RxT,Lifeline,191226,47,spotify:track:7hKh0NFiRRY4nSpfLC2RxT,We Three,5oYuKMBiaAc0W8Gt7FVIjb,7gqtuSnfc3FLkeIfX0xYdS,We Three,0.192,0.574,0.624,0.0,0.173,-4.813,0,0.0355,111.565,4,0.302,49,56,2018,12,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,1jMmKECkoO7hqxk0HgKlpQ,Timeless,210026,35,spotify:track:1jMmKECkoO7hqxk0HgKlpQ,We Three,5oYuKMBiaAc0W8Gt7FVIjb,7gqtuSnfc3FLkeIfX0xYdS,We Three,0.0634,0.66,0.749,0.0,0.194,-5.765,1,0.0297,114.991,4,0.212,49,56,2018,12,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
