,track_id,track_name,track_duration,track_popularity,track_uri,artist_name,artist_id,album_id,album_name,acousticness,danceability,energy,instrumentalness,liveness,loudness,mode,speechiness,tempo,time_signature,valence,album_popularity,artist_popularity,track_releaseYear,track_releaseMonth,key_0,key_1,key_10,key_11,key_2,key_3,key_4,key_5,key_6,key_7,key_8,key_9,neo mellow,pop rock,pop,country,contemporary country,dance pop,country road,pop rap,worship,ccm,post-teen pop,miami hip hop,christian music,edm,modern country rock,piano rock,christian alternative rock,celtic rock,country pop,world worship,folk-pop,christian indie,alternative metal,pop punk,modern rock,post-grunge,nu metal,canadian contemporary country,anthem worship,vegas indie,australian country,australian pop,black americana,christian rock,canadian country,permanent wave,neon pop punk,indie poptimism,indiecoustica,modern blues rock,alberta country
35,1X1DWw2pcNZ8zSub3uhlNz,Hall of Fame (feat. will.i.am),202533,68,spotify:track:1X1DWw2pcNZ8zSub3uhlNz,The Script,3AQRLZ9PuTAozP28Skbq8V,63eaHsLLsW1e5ISNf7ISZy,#3,0.0654,0.421,0.873,0.0,0.123,-4.343,1,0.0564,84.786,4,0.629,58,73,2012,09,0,0,1,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,6j7hih15xG2cdYwIJnQXsq,Not Over You,218520,67,spotify:track:6j7hih15xG2cdYwIJnQXsq,Gavin DeGraw,5DYAABs8rkY9VhwtENoQCz,2zVRgW8bXd7ukXRZSWw81j,Sweeter,0.255,0.63,0.894,0.0,0.181,-4.592,1,0.0544,142.051,4,0.364,58,61,2011,09,0,0,1,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,5Hroj5K7vLpIG4FNCRIjbP,Best Day Of My Life,194240,78,spotify:track:5Hroj5K7vLpIG4FNCRIjbP,American Authors,0MlOPi3zIDMVrfA9R04Fe3,0V4laGZGshNCpurfIdUhHv,"Oh, What A Life",0.0591,0.673,0.902,0.000262,0.0558,-2.392,1,0.0346,100.012,4,0.538,68,65,2014,01,0,0,0,0,1,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
38,5l9h7ALxmFWHxdFRB8ybiq,Closer to Me,167493,29,spotify:track:5l9h7ALxmFWHxdFRB8ybiq,The Fray,0zOcE3mg9nS6l3yxt1Y0bK,4Z1kH6bfeeMYtCuhnR4vEr,Helios,0.00222,0.564,0.923,3.29e-06,0.126,-3.372,1,0.0335,147.957,4,0.792,48,68,2014,02,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,4AU7z13HYmPMetlWbq1mys,Waiting for Superman,266960,59,spotify:track:4AU7z13HYmPMetlWbq1mys,Daughtry,5P5FTygHyx2G57oszR3Wot,6UTadUeCxnizkSKAS1VHs4,Baptized (Deluxe Version),0.0029,0.555,0.682,0.0,0.0662,-5.711,1,0.0269,105.987,4,0.383,55,63,2013,11,1,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,4Jz4bjXeiF2SXVj9P4YfY5,Keep Your Head Up,189933,69,spotify:track:4Jz4bjXeiF2SXVj9P4YfY5,Andy Grammer,2oX42qP5ineK3hrhBECLmj,2c93mTBuqEHQMiyg53P69R,Andy Grammer,0.0469,0.674,0.778,0.0,0.145,-5.367,1,0.0376,90.01,4,0.816,61,69,2011,06,1,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,2NcstvY8H9PVQ0DMNGHckh,America's Sweetheart,245546,59,spotify:track:2NcstvY8H9PVQ0DMNGHckh,Elle King,3bhu7P5PfngueRHiB9hjcx,0B4eikFaUJcf3hc6DaSVov,Love Stuff,0.0208,0.528,0.928,5.75e-06,0.376,-3.925,1,0.0666,128.01,4,0.4,63,65,2015,02,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
42,0gC7GdWEUHmo9ZZ35aUKQg,Once in a Lifetime,214822,42,spotify:track:0gC7GdWEUHmo9ZZ35aUKQg,Flo Rida,0jnsk9HBra6NMjO2oANoPY,5lkNnHVlnCCCV304t89wOH,My House,0.182,0.707,0.865,0.0,0.0835,-4.553,1,0.116,93.123,4,0.326,69,77,2015,04,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,6Knv6wdA0luoMUuuoYi2i1,My House,192190,76,spotify:track:6Knv6wdA0luoMUuuoYi2i1,Flo Rida,0jnsk9HBra6NMjO2oANoPY,5lkNnHVlnCCCV304t89wOH,My House,0.0215,0.688,0.702,0.0,0.128,-4.792,0,0.0499,94.006,4,0.74,69,77,2015,04,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,2S5LNtRVRPbXk01yRQ14sZ,"I Don't Like It, I Love It (feat. Robin Thicke & Verdine White)",224258,66,spotify:track:2S5LNtRVRPbXk01yRQ14sZ,Flo Rida,0jnsk9HBra6NMjO2oANoPY,5lkNnHVlnCCCV304t89wOH,My House,0.0242,0.854,0.766,0.0,0.0793,-4.697,0,0.141,118.004,4,0.784,69,77,2015,04,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,4ZHqll0Bhc1nr3hB4Eg7rg,Wobble,186263,45,spotify:track:4ZHqll0Bhc1nr3hB4Eg7rg,Flo Rida,0jnsk9HBra6NMjO2oANoPY,5lkNnHVlnCCCV304t89wOH,My House,0.0483,0.71,0.841,0.0,0.104,-5.688,0,0.204,87.502,4,0.836,69,77,2015,04,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,0lQ08hbjK1umHjCYvUrmCp,Here It Is (feat. Chris Brown),192766,48,spotify:track:0lQ08hbjK1umHjCYvUrmCp,Flo Rida,0jnsk9HBra6NMjO2oANoPY,5lkNnHVlnCCCV304t89wOH,My House,0.0446,0.769,0.848,7.74e-06,0.106,-4.665,0,0.0588,123.01,4,0.42,69,77,2015,04,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,4eE21980kRW4k4oHRQciCK,That's What I Like (feat. Fitz),195235,47,spotify:track:4eE21980kRW4k4oHRQciCK,Flo Rida,0jnsk9HBra6NMjO2oANoPY,5lkNnHVlnCCCV304t89wOH,My House,0.0259,0.737,0.841,0.0,0.672,-4.516,1,0.0476,127.999,4,0.77,69,77,2015,04,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
